,题干,A,B,C,D,答案
796,确保党始终总揽全局、协调各方，必须增强“四个意识”。“四个意识”是指（    ）,思想意识、大局意识、核心意识、看齐意识。,政治意识、全局意识、核心意识、看齐意识。,政治意识、大局意识、核心意识、统一意识。,政治意识、大局意识、核心意识、看齐意识。,D
797,中国共产党坚持执政为民，把（    ）作为我们的奋斗目标。,全体人民的共同富裕,人民对美好生活的向往,社会的公平正义,构建社会主义和谐社会,B
798,中国共产党的最高理想和最终目标是（    ）,实现共产主义,带领人民共同富裕,长期执政,构建人类命运共同体,A
799,进入21世纪，国际形势发生广泛而深刻的变化，但（）仍是时代主题。,和平,发展,民主,和平与发展,D
800,（  ）的一个重要标志是互联网的飞速发展和广泛应用。,经济全球化,文化多样化,社会信息化,世界多极化,C
801,中国独立自主的和平外交政策，就是把国家主权和（）放在第一位。,稳定,安全,发展,进步,B
802,维护世界（）、促进共同发展，是中国外交政策的宗旨。,和平,安全,稳定,和谐,A
803,中国倡导的新型国际关系，核心是维护（）。,世界上所有国家利益,联合国宪章的宗旨和原则,世界稳定,世界和平,B
804,推动建立新型国际关系，要在（）基础上发展同世界各国的友好合作。,平等互利,共建共享,和平共处五项原则,互利共赢,C
805,发展是第一要务，适用于各国，而人类命运共同体追求的是（）。,和平发展,共同发展,科学发展,协调发展,B
806,文化已成为国家核心竞争力的重要组合部分，越来越多的国家把提高（）作为重要发展战略。,教育水平,国民素质,国民受教育水平,文化软实力,D
807,当前全球政治经济版图正在发生改变的一个重要标志是新兴市场国家和（）集体性崛起。,第三世界国家,亚洲国家,中国,发展中国家,D
808,20世纪90年代以来，全球资本的跨国流动迅速加快的一个重要原因是（）。,冷战结束,信息技术取得突破并广泛应用,经济金融化,资本管制的取消,B
809,中国始终把坚决维护国家主权、安全、（）作为外交工作的基本出发点和落脚点。,发展权,发展利益,经济利益,政治利益,B
810,推动建立新型国际关系，要积极参与（）改革和建设。,全球经济秩序,全球政治秩序,全球治理体系,全球政治与经济秩序,C
811,各国都有平等参与地区安全事务的权利，也都有维护地区安全的义务，要以（）、互利合作的方式解决安全难题。,和而不同,彼此理解,对话协商,对话交流,C
812,党的十八大以来，以习近平同志为核心的党中央创新国家安全理念，统揽国家安全全局，创造性提出总体国家安全观。总体国家安全观突出的是“（）”理念。,总体,大安全,综合,非传统安全,B
813,（）是人民幸福安康的基本要求。,人民自由,政治稳定,国家安全,经济发展,C
814,坚持总体国家安全观，必须以（）为宗旨。,人民安全,政治安全,经济安全,国土安全,A
815,坚持总体国家安全观，必须以（）为根本。,人民安全,政治安全,经济安全,国土安全,B
816,坚持()，是做好国家安全工作的根本原则，是维护国家安全和社会安定的根本保证。,党的绝对领导,以人民为中心,依法执政,提高国家竞争力,A
817,“黑天鹅”事件是指（）的事件。,概率很大但风险很小,概率很大风险也很大,概率很小风险也很小,概率很小但风险很大,D
818,“灰犀牛”事件是指（）的事件。,概率很大但风险很小,概率很大风险也很大,概率很小风险也很小,概率很小但风险很大,B
819,习近平强军思想深刻回答了（）的时代课题。,新时代建设一支什么样的强大人民军队、怎样建设强大人民军队,军队建设与发展,党指挥枪,军队中的改革,A
820,习近平指出，强国必须强军，巩固国防和强大人民军队是新时代坚持和发展中国特色社会主义、实现中华民族伟大复兴的（）。,重要保障,战略支撑,重要前提,基本条件,B
821,党在新时代的强军目标是力争到（）年基本实现国防和军队现代化，到本世纪中叶把人民军队全面建成世界一流军队。,2020,2030,2035,2050,C
822,党对军队的绝对领导是人民军队（），必须全面贯彻党领导军队的一系列根本原则和制度，确保部队绝对忠诚、绝对纯洁、绝对可靠。,建军之魂、强军之本,建军之基、立军之本,建军之本、强军之魂,立军之本，发展之魂,C
823,军队是要准备打仗的，必须聚焦能打仗、打胜仗，创新发展军事战略指导，构建（）体系。,现代化军事,高科技作战,高水平、强能力军事,中国特色现代作战,D
824,()是我军鲜明特色和政治优势，必须加强作风建设、纪律建设，坚定不移正风肃纪、反腐惩恶。,敢打硬仗,作风优良,忠诚,能打胜仗,B
825,在长期实践中，我军培育和形成了一整套光荣传统和优良作风，要大力弘扬我党我军光荣传统和优良作风，永葆人民军队（）。,性质、宗旨、本色,战斗能力,本色,高科技水平,A
826,现代化军队必须构建（），推进治军方式根本性转变，提高国防和军队建设法治化水平。,高科技军事体系,中国特色军事法治体系,创新体系,先进军事体系,B
827,推进强军事业，必须毫不动摇坚持党对军队的（），确保人民军队永远听党话、跟党走。,绝对指挥,绝对领导,设计和规划,谋划和指挥,B
828,党对军队绝对领导的根本原则和制度，发端于()，是人民军队完全区别于一切旧军队的政治特质和根本优势。,三湾改编,南昌起义,古田会议,遵义会议,B
829,历史告诉我们，（）是保持人民军队本质和宗旨的根本保障，这是我们党在血与火的斗争中得出的颠扑不破的真理。,党指挥枪,自主自立,政治协商,中国共产党,A
830,军队必须完全地无条件地置于中国共产党的领导之下，军队最高领导权和指挥权属于（）。,党中央,广大人民,党中央、中央军委,中央军委,C
831,（）是党对军队绝对领导的最高实现形式。,军委主席负责制,国家主席负责制,首长负责制,党委负责制,A
832,强军要把（）作为唯一的根本的标准，无论过去、现在和将来，这个标准始终是军事领域衡量利弊得失的重要标准。,保家卫国,爱国敬业,战斗力,从严治军,C
833,习近平强调：“谁牵住了（）这个‘牛鼻子’，谁走好了这步先手棋，谁就能占领先机、赢得优势。”,改革开放,科技创新,社会治理,生产力,B
834,构建（）是建设世界一流军队的力量基础。总体来说，就是要建设现代化陆军、海军、空军、火箭军、战略支援部队和武警部队，促进各军兵种力量协调发展。,中国特色社会主义,中国特色现代军事力量体系,强军机制,科技体系,B
835,火箭军是我国战略威慑的核心力量，要按照（）的原则，着力提高战略威慑与核反击和中远程精确打击能力。,重视核武器,发展常规力量,联合作战,核常兼备、全域慑战,D
836,人民军队的生命力在于战斗力。新形势下人民军队的职能使命不断拓展，但作为（）的根本职能始终没有变。,先遣队,先锋队,战斗队,保卫队,C
837,坚持（）和强军相统一是我们党的一贯主张。,富国,改革,开放,社会发展,A
838,江泽民指出，我国现代化建设的一条重要经验，就是坚持国防建设与经济建设协调发展的方针，在()的基础上推进国防和军队现代化。,社会发展,经济发展,自强不息,以人为本,B
839,（）是我国现代化建设的战略任务，只有把它搞上去了，经济建设才能有更加坚强的安全保障。,社会建设,科技建设,文化建设,国防建设,D
840,走（）发展路子，是实现富国和强军统一的重要途径。,高科技军事体系,两化融合,军民融合式,国防建设,C
841,军政军民团结是实现富国和强军相统一的重要政治保障，是我党我军特有的政治优势，要坚持（）的战略思想。,人民战争,和谐团结,社会发展,科技进步,A
842,为增强打赢未来战争的国防潜力，一定要建立健全（）体制机制，深化民兵预备役体制改革，优化后备力量规模、结构和布局。,预备役,人民战争,国防动员,战时动员,C
843,加强国防教育，增强（）观念，使关心国防、热爱国防、建设国防、保卫国防成为全社会的思想共识和自觉行动。,国防,保卫国防,保家卫国,全民国防,D
